Id,EssaySet,EssayText,EssayScore
2998,2,I would conclude that the plactic T2 to more strechy than T1. It could be improved quite a few way frist off it was never stated how much wight is being added or if it was the same each time or the fact that.,2
3218,2,Plastic type B is the stretchiest while type A is the least stretchy. Two ways they could improve the experiment is by adding more trials and check to make sure all other variables are constant such as temperature.,2
3935,2,"In conclusion, our hypothesis was widing because plastic type B stretched the most instead of plastic type C. ^P Two ways the student could have improved the experimental design of the results are they could have included how much weight they put on the clamps and also they could have left the weights on far mo0re than 5 minutes.",2
4058,2,"b) We need material they are plastic, tape clamp it shows that it was the lab of polymer plastics.^p Hypothesis if we attach a clamp to the bottom edge of the plastic sample then1 weights to the clamp and allow them to hang for five minutes and remove the weight measure the length of the plastic because repeat the procedure exactly for the remaining three plastics.",0
4001,2,a) A conclusion that can be drawn from this experiment is that plastic type B has the most stretchability. b) 2 ways the student could have improved the experimental design is by including how much weight to put on the clamps and the types of plastics used.,2
2851,2,"A) My conclusion from this expiriment is that plastic type A is flexible. B is somewhat flexible, C as well and type D isn't flexible at all. ^p B) The students could improve by being more detailed in things, like the weight of the clamp itself & including a control of each plastic.",1
3759,2,a) The plastic B has the most amount that stretched. ^p b) The student could of improved their data's by using more tests and not the weights an for more time.,2
3053,2,One conclusion I ran make is plastic B was best of stretchability. And students could have made this expiriment better by making sure the plastics were the same starting size. Another way is they could have added another column to show at what sise the plastic was before the expiriment so that you can see how much the plastic stretched.,2
3315,2,"The conclusion is there might have been some problems in the student's experiment. Some validity issuses could be that the five minutes the weights and clamps that had to hang could have not been a fuller exaxt 5 minutes. Also, the spot were the plastics were placed could not have been the same spot every time.",1
3432,2,a) The type of plastic that stretched the highest amount of mm was plastic type B with a total of 45 mm. The record trial was more than the first trial as shown on the data table. ^p A way that the student could have improved the experimental design could be to stretch the plastic with your hands. A second way would be to wait more than five minutes to take the clarops off.,1
2832,2,a) After review of the results one can conclude that plastic type B as the most stretchable and durable this is because it had the highest mm stretch  distance for both trials.^p b) the student could have improved the results validity by performing 2 more trials after 2 minutes. By giving the plastics time to recover he can either test the durability over time.,1
3082,2,My conclusion would be that after only two trials plastic type B proved to be the most stretchible of those 4 plastics. One way they could have improved was to do another trial. Another way is instead of only allowing five minutes they should of let hang untill it was about to rip in then measure giving it maximum legnth.,2
3212,2,a: Plastic type b has the most amount of stretchability in all the four plastics. ^P b: The students could have repeated the experiment a third time and made sure that they were adding the same size weights everytime.,3
2984,2,"A: Based on the student's data, plastic B is the most stretchable polymer plastic and plastic A is the least stretchable. ^p B: One way the students could improve their experiment is to perform more than just two trials to ensure their data is valid. Another way they could improve their experimental design is to specify how it tape the plastics so as to make sure their are all taped and pulled the same way.",3
2866,2,They could of improved it by putting their weight on them the same time and put the same amount of weight and had tried the object more than 2 times.,2
2839,2,"a) Based on the students data, I can conclude that the amount each plastic type stretched at consistent rate during both trials. ^p b) The student could have improved the experimental design by specifying how much weight was being added to the plastic samples. They could've the validity of the experiment by trying different amounts of weight with each plastic sample.",1
3692,2,In conclusion the experiment has even led that the four different polymer plastics neither stretch very  far each trial or didn't stretch very far at all. ^p Two ways the student could have improved the experiment design and/or validity of the results are: Giving us the starting measurements and doing the trial a third time to see   if the results change or show the same.,2
3963,2,"3. a) Plastic type B stretched out the most between the two trials with plastic type D coming on close. ^p b. The students could've made a third trial to be more valid & or allow the weights to hang more than 5 min instead, it could've been 10 min.",2
