Id,EssaySet,EssayText,EssayScore
26626,10,white ::  it would make it cooler inside because white reflects the sun rays and black absorbs them.,1
27289,10,white ::  The darker the paint the more heat inside the room so you want the lightest colored object,1
26933,10,dark gray :: this color would deflect heat but also keep t he inside warm.,1
26556,10,white :: white reflect the light. when you use white c olor temperature will lower than when you use dark color. In the expieren ce when you use white the temperature was42(DEG)C but when you use black the temperature was 53(DEG)C. When you use white color temperature was 9(DEG)C lower than when you use dark color.,2
27343,10,black ::  the sun will be attracted to black and it wil l make the dog house really hot,1
26982,10,black ::  it is warmer than other colors,1
27534,10,"white :: A white color would keep it cooler because, a ccording to the data, white has the lowest average temperature of 42 degr ees celcius, while black has the highest average temperature of 53 degree s celcius.",2
27260,10,"black :: becouse black color gets worm fastere then other colors and gets hit black get the tempeture 54 , the other colors get less then that",1
27188,10,white :: If the dog house is white then it will be coo ler in the dog house for the dog.,1
26220,10,"black ::  If you paint the doghouse black, the inside o f the doghouse would be warmer than if you painted the doghouse a lighter colour such as light grey or white.",1
26413,10,"white ::  the best color to choose for brandi and jerri es dog house would be white because white dosent absorb as much heat as d oes darker colors, for example, in the air temprature expeirament. they p ut a dark colord lid over a jar, with a starting temprature poitn at 24 c elcius. after ten miniutes the took the lid off to find out that the jar had gotten warmer and was recorded at an averege of 53 c. but when they p ut the lighter coverd lid over the jar (at a starting point of 24c) after 10 miniutes they saw that the jar was an averege of only 42 c. so the be st choice would be the color white for your dog house because it will not absorb as much heat and will stay cooler for your dog.",2
27535,10,light gray ::  Based on the data I think light grey would be the best color. I think that because it would make the doghouse warm fo r the winter but it wont be too hot in the summer.,1
27001,10,"dark gray :: I choose dark gray because its not as hot as black but it isnt to cold like white. Its a perfect temperature for the d og in my opinion. It doesnt have to much heat but just right, its a relax ing amount of heat.",1
27558,10,white :: white will make the dog house cooler because it reflects the most light,1
26641,10,"light gray :: Light gray might affect the doghouse because it will absorb enery, making the inside warm for the dog. Since the color doesn't absorb all of the energy, the doghouse will still be cool compar ed to having the paint black and keeping all of the energy in. Light gray paint will absorb only a certain amount of energy.",1
26411,10,black :: i think that black she psint the doghouse bec ause it dark and it could absorb more energy and increase in air tempertu re.,1
26432,10,light gray :: If you were to paint the dog house light gray the tempature inside the dog house would not be as hot in summer time or not as cold in the winter time as if you were to pick white it would be colder and black it would be hotter and dark gray would be hotter just n ot as much. light gray would be just in the middle of all of them.,1
26471,10,white :: Having a white colored dog house is the best option because its the one that got the lowest temperature in the experim ent which was 42(DEG)C average. And since you dont want your dog to get a heat stroke then whites the best. The other colors averages were black= 53(DEG)C dark gray=48(DEG)C and Light gray= 45(DEG)C which are to hot for a dog to be living in.,2
27027,10,black :: black might affect the inside of the dog hous e because it will get really hot in the inside cause the sun will produce more heat on the darker color than the lighter colors.,1
26539,10,"white :: Paint the doghouse white if where you live is hot, because black attracts too much heat. Paint the doghouse black if y ou live somewhere cold because the heat can't affect that.",1
26497,10,white ::  it will not make it hot during the summer so the dog can cool him self,1
