Id,EssaySet,EssayText,EssayScore
8552,4,The word invasive is particularly important to the article because it describes foreign reptiles in America. Many reptiles such as snakes and lizards have invaded America. They are killing off natural animals such as the key largo wood rat. These foreign predators are taking root because of humans and there condessness. America is being invaded and steps in stop it need to be taken.,2
9576,4,Invasive is significant to the rest of the text because it talk about the judgement of invasive reptiles.,0
9020,4,"The word invasive is significant to the article because it gives a way to contrast ideas between a scientist like Skip Snow, and a pet owner like MacInnes. MacInnes believes that the term ""invasive"" species is unfair and they are not invading but instead being introduced, which will only benefit America while biologist that invasive species are a major threat to biodiversity.",2
9075,4,The article uses the word invasive stating that pet reptiles could be a threat to the environment. In the article it states Macinnes feel that calling a reptile invasive species is unfair and passing judgement.,1
8775,4,"Invasive means to invade not welcome, needs tolease should not be here in the first place. It may also mean taking over.",0
8345,4,"Invasive in relevance to the article means it is a species that is spreading to parts of the world that they are not native to. In paragraph 7 of the article it says how these species are being ""introduced"" to new places, which shows the significance of the word invasive, to the rest of this article.",1
8508,4,"The world ""invasive"" describes that something is invading & causing harm. The article is trying to disprove that reptiles are invasive.",1
9382,4,"""Invasive"" it means that it will disrupt the ecosystem when it is introduced. In the article, reptiles are labeled as invasive though they actually did not invade of their own record. They were merely introduced and had to fight and eat to survive.",2
9210,4,"Invasive species is a threat to have as a home pet. Because when natural barriers are moved that specie can go anywhere. ""Invasive species such as the Burmise Python which is breeding up a storm in the Everglades"". This quote supports my answer because if no one puts a sane to this those indangerd reptiles will be in many different locations.",1
8683,4,"Invasive is an important word to this article. It's so significant because bringing the snakes to all over the US. Becomes ""invasive"" to other animals and ruins the cycle of things. They are invading areas where snakes of that kind shouldn't be.",1
8699,4,Invasive is very significant to this article. It bases all of the arguments in the letter half.,0
9170,4,"The word ""Invasive"" means invading or going somewhere without permitting or against your will. They say that pythons as invasive species because they are unsuited for this environment and have non natural predators. They don't live in their right environment or climate.",1
9309,4,"The word ""invasive"" is significant to the article because it is coming in and invading places where it shouldn't be. ""Invasive is passing judgement""(4). That is not the because they are invasive when they cut the animals we said to keep a live and popular.",1
8464,4,"In the article ""One Man's Pet, Another's Invasive species"", they use invasive to explaine how some animals are a threat to biodiversity. MacInnes, stated that he thinks people judge the species forlex, pythons. MacInnes thinks pythons are a wonderful introduction, while others dissagree.",1
9742,4,The word invasive they say in the article its unfair to use the term. They also think that invasive is passing judgement.,0
9088,4,"The word ""invasive"" relates to the rest of the article, because invasive means to take up space, and the article is talking about the reptiles being invasive or taking up space. In the article it said, ""potential python habitat stretching from California to Delaware and including much of the south.",1
8135,4,"The word ""invasive"" is significant in the article. MacInnes states "" Given the term invasive species is unfair. They're introduced ! I think that "" invasive "" is passing judgement."" He is saying that invasive is not the right term to describe these types of animals and that it gives them a bad connotation. It makes people think negatively of the species when they hear it. This is why ""invasive""is significant.",1
9231,4,"Invasive is significant to the rest of the article. some people consider it wrong to keep pets like reptiles. While others think it's unfair since ""they're introduced."" and that calling them invasive is wrong.",0
8627,4,"Invasive in this article deals with the invasive reptiles and pythons. ""Biologists however say that invasive species, unchecked by natural predators, are major threats to biodiversity."" Biologists think that these invasive reptiles can disrupt their habitat by overpopulating.",1
9384,4,Invasive is classified as some thing that is in an area that it is not supposed to be and can cause harm to that area. Such as the python which is labeled invasive due to the fact it can destay species such it impacting 5 endangered species in the Florida kayes.,1
8730,4,"The significance of the word ""invasive"" is people misuse or misjudge the word. They are introduced and they aren't invasive species, there good to the environment.",0
8444,4,"The significance of the word ""invasive"" to the article is that it shows what these reptiles are doing by coming to America. They are coming and invading areas like the Everglades and Cape coral by breeding and raising their population. Additionally ""invasive"" shows an opinion of the snakes because they could be known to be introduced instead of invaded.",1
8280,4,"Invasive is an important word in this article. It describes how the introduction of the python into the Florida Everglades affects the natural balance of predator vs prey. Pythons are eating animals animals they weren't previously eating, eating other animals main source of food and being eaten instead of other animals which is disrupting the levels of predator vs prey.",1
8255,4,Invasive species are species  of animals that are growing large and are different breeds. Biologist say that invasive species unchecked by natural predators are major threat to biodiversity.,1
9195,4,"The significance of the word ""invasive"" is that the pythons and other reptiles that are being imported are slowly taking over the areas that they are inhabiting. They are killing off native species and are invading the habitats.",2
8605,4,The word invasive is significant to the story because it describes the animals that one unchecked by natural predator and one maybe threats to biodiversity.,1
8310,4,Invasive was used in the story as in a meaningful word. They repeated it several times.,0
8655,4,"The significance of the word ""invasive"" to the rest of the article means animals that become dangerous when they escape from a humans home. For example in the text it says that invasive species unchecked by natural predators are ""major"" threats to biodiversity.",1
9422,4,Invasive can be used in many significant ways. Invasive is something that can run another species out or destroy some other species.,1
9712,4,"Even the term ''Invasive species'' is unfair I think that ''invasive'' is passing judgement . ''Invasive'' word means lots of species. Invasive species, unchecked by natural predators are major threats to biodiversity.",1
8624,4,"The word ""invasive"" is significant to the article because the article mentions how the Burmese python is an example of an invasive species, this means the species can invade and adapt to a non-native habitat just like the pythons have been increasing in the Everglades, Florida.",2
8423,4,"The word invasive is important to the article because the article talks about how ""That the government overestimates the threat posed by invasive reptiles.",0
8093,4,"The word, ""invasive"" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are ""invasive"". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, ""Invasive is the rod of the controversy over these reptiles.",2
9266,4,"The word ""invasive"" is the base of the article. Some people, like RobRoy MacInnes, consider the word rude. While Skip Snow thinks it's the correct word to describe these animals.",0
8555,4,Invasive is important to the story because it tells you that the story will be about a dangerous specis of animals and how they will make other animals extinct.,0
8394,4,The would envasive means a person breaking in on someone or something. Just like the snakes were almost being located everywhere. A rapid growth and in parts where they weren't even seened before.,1
9219,4,"The word invasive simply means the area that they live in and the culture. In the article, it shows different animals and their habitat.",0
9553,4,"Invasive  is a significant word in the article because it implies giving a new term that one is not a native this applies to pythons burmese they are not native to Florida, they are native to places in Asia with climates similar to the southern U.S.",1
9510,4,"Invasive meaning not normal or dangrous. I say this because they use words like not a normal pet to have in a home, and they use invasive for a python.",0
8258,4,"Invasive implies that these animals are just brought to urban areas from their natural habitat, and they do not belong in homes. The article focuses on the possible threats of these animals, and their struggles to adapt to human surroundings even though.",1
8625,4,I think the word invasive is very significant to this article. I think this because in the article it uses invasive to explain how the pythons have started to take over the Evergreens.,1
8869,4,The word invasive is used in the article to give an idea of how the animals will adapt to their climate when they are introduced to a new area. They use the word to illustrate how pythons and other lizards adapt and thrive in many warm-weather climats.,1
8791,4,To not be or belong in certain areas.,0
9462,4,"The significance of the word ""invasive"" is that it describes an area, or areas, that have been conquered, or in other words, ""Taken over"". For example, this passage shows and tells of the invasion of ""invasive specie""",0
9331,4,"Invasive to the rest of the story is taking over half the country. ""9.8 million households have reptiles"".",0
9750,4,The word invasive is a term used in this article to explain how taboo the inhabiting of pythons in the united states is. When one thinks of snakes it usually the jungle that pops into mind.,0
8368,4,The significance of the word ''invasive'' that snake coming from every where and coming to the United States all that keep spreading.,1
8565,4,"Invasive is important to the article because these exotic animals are not indigenous to the U.S and in the process of adapting to a new environment, they are putting native endangered species in even more harm. Such species invade the key large wood rat.",1
8868,4,"The significance of the word ""invasive"" is passing judament.""Bob Roy Mac Innes says to me it's a wonderful introduction I think in the best thing to happen to the overalades in the last 200 years.""",1
8797,4,"The significaren in the word invasive is their introduced. In the story it says ""Invasive species"" is passing judement.",0
9006,4,"In this article the word ""invasive"" is seen as unfair to the reptiles. For example, MacInnes says in paragraph 6 that ""invasive is passing judgement."" MacInnes along with the author believes that ""invasive"" should be switched with other words such as ""introduced.""",0
8496,4,"To me invasive means to invade or spread to other parts of the world just like the reptiles do, the have migrated from south america all the way to southern parts of the US.",1
8290,4,The significance of the word invasive is that it means something has entered a new habitat and is taking over because the enviroment is somewhat like its old one.,1
9070,4,The significance of the word invasive to the rest of the article is that by using that word it is saying the animals do not belong which is significant because in one part it is saying that these animals are causing other native animals to become extinct.,1
9079,4,"Invasive is acting like a false statement in this article. It's saying that the animals do all the had themselves so they are ""invasive"". But truth is they are introduced.",0
9234,4,"The significance of the word ""invasive"" is like endangered or maybe that they can only in certain conditions.",0
9398,4,"Invasive is used a whole bunch of times in the article this word gives species a down side "" Even the term invasive species is unfair has said, this is introduced, I think that invasive is pasing judgement. That is what MacInnes said in the article.",0
8588,4,"The significance of the word invasive is significant to the article because it describes the reptiles being introduced to Florida as pets. They come, or are imported from foreign environments where they eat one thing but invade another continuity & eat what these ones do but in the case of it doesn't have enough the python had to find a new food which was alligator.",1
8185,4,The significance of the word ''invasive'' is that they believe that invasive is unfair and that it's a passing judgment about the animals.,0
8622,4,Invasive means like harmful species like they can harm people.,1
8205,4,The word invasive was used as a bad term in this article. Reptiles were being classified using the word invasive and people like Robocy Mccinnes think its being licy  are more introduced.,1
8970,4,"The significance of the term, ""Invasive species"" in this article is that some people. Find that unfair macInnes praters to say that they're ""introduced"". The significance is that some people do not want there nonnative species there, while others welcome them.",1
8452,4,"Invasive is being used to say how unsafe some reptiles are to have, as pets. It's a warning for people, not to bring them into their homes. ''Biologists, however say that invasive species, unchecked by natural predators, are major threats to biodiversity,'' (p.9). These reptiles being in the wild, not around people.",1
9182,4,"Invasive is the word that is being used to describe the pythons which is why it is such a significance to the story, ""invasive speicies"".",0
8437,4,"The word invasive is important because when your trying to prove a point, you want the reader to know something.",0
9623,4,"The significance of the word ""Invasive"" is really used in a bad term in this story because the author is saying their invasive animals to most people, meaning their dangerous to us or can harm us.",0
8282,4,"Invasive is significant to the article because RobRoy MacInnes is introducing animals from different places into areas they aren't belong. Invasive is also significant because Skip Snow believes that the new animals are ""imperiling five endangered species"" in Florida since they aren't supposed to be there.",2
8890,4,The word invasive means to intrude come in without people waiting them there. The point of this article is saying in take them in as pets. How that they word invasive endangered and misunderstood.,1
9010,4,"The significance  of the word ""invasive"" to the rest of the article is that biologists say that ""Invasive"" species are major threats to biodiversity. The rest of the article speaks about  how specie are moving around at a rapid pace. It talks about snakes being in the Florida  Keys also in California to Delaware.",1
8927,4,"Invasive means to invade. Pythons are invasive, which means they can invade Iguarias one another invasive species. Most people think animals like a python, a cockroach or an iguona are just an invasive species but people do have them as pets. They are easier to take care of because they do not need to be walked outside.",0
