Id,EssaySet,EssayText,EssayScore
20975,8,The effect the information had on Paul about Mr. Leonard was that Paul was not the most intelligent kid and neither was Mr. Leonard back in his day. Paul realized even though you do poor in something doesn't mean you can't still susceed. Mr. Leonard wanted to have Paul realize that he's not the only one in the situation he's in.,1
20173,8,"Mr. Leonard helps Paul find something that he can be good at, and Paul probably takes Mr. Leonard's kindness for granted. He is certainly grateful for Mr. Leonard's kindness, but fails to see Mr. Leonard's motives. When Paul learns about Mr. Leonard's background, about his track and field records and how he flunked out of college, it profoundly changes Paul's view of Mr. Leonard.      According to Paul, 'this man had given his time to help me excel at something'. He realizes that Mr. Leonard fully understands Paul and that he's trying to give Paul confidence to succeed. Mr. Leonard's story also encourages Paul to help Mr. Leonard in return, by helping him improve his reading skills.",2
21527,8,"Paul didn't know how to speak to Mr.Leonard because he was an track star and then dropped out of college. Paul also wanted to help Mr.Leonard because he helped Paul with all of his ability that he has now, and Paul is more outgoing. Paul got asked by the high school track coach to come and be on his team. That's how Paul got the information on Mr. Leonard, and wants to try and help him to be out of his comfort zone. Paul was effected by it because he didn't know that Mr. Leonard was an great track star, and he just wanted to help him like he did Paul.",2
20391,8,When Paul finds out about Mr. Leonard being a great college athlete he wonders why he isnt in that sort of field. Mr. Leonard explains to Paul that he flunked out of college for not reading well and Paul feels like they are alike in a sense.,2
20745,8,Paul finds out that Mr. Leonard was a great track star yet flunked out of collage because he couldnt read. 'no other school wanted a runner who couldnt read.',0
21477,8,He is happy to heara aboout the past Achivements od Mr.Leonard. it motivates him to want to waorkl hareder and better. it made him relize what he could do for Mr.Lenoard buy being a good racer.,1
20645,8,"When Mr. Leonard hands Paul the URL, and Paul looks him up, he realizes something important. Mr. Leonard and Paul had something in common. They both struggled with reading. Mr. Leonard saw an opportunity to help Paul achieve his goals, and he took that opportunity.     Obviously, when Mr. Leonard looked at Paul, he saw himself as a child. He remembered what it was like to be in his position. So, Paul was blessed to have someone like him to help. Paul realizes that just because he is chosen last for teams, and he is unable to read, doesn't mean he is unable to do other important things. Mr. Leonard proudly accepts the opportunity to help Paul so he could achieve his dreams.",2
21531,8,"When Paul learns that Mr. Leonard was a track star in college that ran hurdles and broke records he was stunded.  Paul confronted Mr. Leonard with the printout of web page and said what happend?  Mr. Leonard responce was 'I was a good Athlete, but not a good student.  I relied on freinds to help me but it was too hard'.  So now Paul trys harder in school and on the track.",2
21055,8,The information probaby has a big effect on Paul because Paul can't read either. Paul may feel he can look up to Mr. Leonard and that he is his romodel.,1
21483,8,"When Paul did his bacground on Mr. Leonard, Paul then found out that they both had problems with reading. It says in the passage that Mr. Leonard had problems with reading in college, and flunked out. Paul had problems too, but he started going to a Learning Center for help, and Mr. Leonard too.",0
21155,8,"The effect that the background information about Mr. Leonard has on Paul is to try harder. When Paul showed Mr. Leonard that he knew about his times in college, Mr. Leonard told Paul how hard it was",1
20630,8,"The background information has more so of a good effect on Paul. From finding out that Mr. Leonard was a track star and couldn't read, probably made Paul feel as if he can do almost anything. It also probably made Paul want to read, because Mr. Leonard said, 'No other college wanted a runner who couldn't read.' So hopefully that put some type of effort into Paul.",0
20537,8,Mr. Leonard went through similar expirences as Paul like he relied on friends to help me get by.,1
21496,8,"The background information that Mr. Leonard had given Paul had really changed Paul's life. In one respect he felt sorry for his teacher but at the same time, he also found inspiration in his teacher's story.      Mr. Leonard tells how there was no Learning Center when he was in college. He feels confindent that the Learning Center will help Paul. He is also glad that Learning Center is there to help people that are like himself.",1
21223,8,"The effect this had on Paul was good. He wanted to start to help Mr. Leonard. Paul said that is was time for Mr. Leonard's training. This was a good thing because Mr. Leonard's life is a lot like Pauls, so he feels he can be the same. He knows he should learn to read then he can excel in the hurdles like Mr. Leonard. This had great impact on Paul.",1
20899,8,"During the story, the reader gets background information about Mr. Leonard. The effect the background information has on Paul, encourages Paul to continue to practice track and field, and to try his hardest in school. Aftering hearing about Mr. Leonard's experience of being a freshman who had won the 400 meter hurdles at nationals, and who had broke records, and asking what had happened effected Paul the most. Also after hearing that Mr. Leonard had fluncked out of college after his freshman year because he had to rely on his friends to get him through school, it encouraged Paul to study his hardest and in his tutoring class, so that he could be a track allstar some day in college, but to be able to handle the rigorous school work that comes with college.",2
20292,8,The background information that Paul has on Mr.Leonard effects him by showing him the importance of knowing how to read and being an educated person. When Paul first finds out  Mr.Leonard stopped running because he flunked out of college because he did not know how to read he is sympathetic towards him.Paul realizes that he needs to be able to read and be eduacted so that he can be a good athlete and an educated person.,2
20126,8,Paul is effected by Mr. Leonard's background information because Mr. Leonard can't read just like Paul and Mr. Leonard could have been a huge track star if he would have focused on his school work in high school. Paul is motivated to work harder on his work at school now because he wants to be somebody.,2
21388,8,"Once Paul discovers Mr. Leonard's background, it makes him feel stronger. he realizes that he is not the only one who could not read, he sees that he is not alone. That information pushed Paul to strive for the better, in the hurdles and at reading. He sees that he has more oppurtunities than Mr. Leonard did, and decideds to take advantage of them, for the better.",1
21021,8,When Paul knows about Mr. Leonard's,0
20450,8,The information has an effect on Paul because he learns that reading and education are very important in life. In the passage Mr. Leonard says that college work is a lot harder than high school work. Also he tells how he flunked out because scouts told him his highschool grades didnt matter.,1
21037,8,The information he found effected him in a good way. It made him feel better about the fact that he couldn't read. He found out that he wasn't the only one out there that couldn't read and it gave him more reasons to keep going to the learning center to get better at reading. It was the extra push to keep him going.,0
20156,8,"Paul feels the same Mr. Leonard does,'The emotions in Mr. Leonard's words were all to familiar to me. I knew them well---feelings of embarrassment when I was called upon to read aloud or when I didn't know an answer everyone else knew. This man had to given the time to help me excel at something. Suddenly I realized what I could do for him.     Paul is really familiar with these and feels that now he can do something for Mr. Leonard too.'C'mon, Mr. leonard,' I said walking back toward school.'It's time to start your training.'' Paul is inspired to help out Mr. leonard so he can properly read even though he flunked college, he is eager to help.It's one of the best things to do is help someone, even if they are 10 or 50 years old they can always learn new tricks.",2
21337,8,The background information made Paul wonder why Mr. Leonard was a hall monitor. Mr. Leonard was a college freshman who won the 400 meter hurdles and broke school records for it. Paul was surprised to hear how Mr. Leonard couldn't read. That he flunked out of college because he was never learned how to read.,2
21614,8,The background information that Paul recieves connects with him. Mr. Leonard was fanstatic at hurdles in college and was going to go very far in that world. he was shut out because he couldn't read. Paul is learning that he is the same way and he is starting to become a great hurdler and is getting better in reading. He realizes that after all that Mr. Leonard trained him to do he should help him in return.,2
20165,8,Well Paul dose not know how to read that good. And when he gets on the URL and when he asked Mr. Leonard about it and he says he dose not know how to read. Paul knows how that feels. And then he gose and showes him how to read.,2
20572,8,It made Paul realize that Mr. Leonard is very similar to himself. It also gave Paul the courage to contine in his track training. Paul felt very connected and concerned with Mr. Leonard.,1
20115,8,"Learning about Mr. Leonard's past helps Paul in many ways. When he realizes that Mr. Leonard was a successfull hurdeler, he feels proud and surprised that Mr. Leonard would take the time to help Paul succeed. When Paul discovers about Mr. Leonard's struggle to learn, Paul feels a connection with him. He understands how Mr. Lownard felt and after hearing his story, he knows that he wants to do well in school. Before he didn't realize how much not being able to read could effect your future. Learning Mr. Leonard's background information helped Paul be even more determined to succeed.",2
21255,8,It gives Paul away to see Mr. Leonard as an equal. Paul now can see why Mr. Leonard is helping him and is thankful. Paul then sees how he himself can pay back Mr. Leonard by teaching him to read.,2
20958,8,The background information that Paul learns about Mr. Leonard makes Mr. Leonard feel sad and kind of embarrassed. For example 'The emotions in Mr. Leonard's words were all too familiar to me. I knew them well-feelings of embarassment when I was called upon to read aloud or when I didn't know an answer everyone else knew',0
20854,8,The background information Paul found about Mr. Leonard made him empathetic because he knew exactly how he felt but also he became motiveated to help Mr. Leonard just as he had helped him  with hurdles. 'Suddenly I realized what I could do for him.',2
20368,8,he is  trying to save the worlkd,0
20954,8,"The information Paul learns on Mr. Leonard makes him wonder, and probably think of him as a role model. Paul had no idea he was an awesome hurtle runner and to find out he got kicked out of college for grades probably makes Paul feel like he can help him just like Mr. Leonard helped him with hurtles.",2
20319,8,The background information that paul gets about Mr. Leonard allows him to relate to him more. He finds out that Mr. Leonard was a track star and Paul looks up to him for that. Paul also finds out that Mr. Leonard failed out of college because he could not read. When Paul finds this out it allows him to relate to Mr. Leonard and understand how he felt in school. Paul realizes that this could be the beggining of a great friendship where Mr. leonard teaches him about track and he will try to help Mr. leonard learn how to read.,2
21459,8,"The background information effects Paul because now he knows why Mr. Leonard wants to help him be successful. Because Mr. Leonard had been a great runner but couldn't read, he wanted Paul to possess the skills he had in running, but he also wanted Paul to become a better student and have better opportunities than he did himself. Since Paul knows that now, he believes you should pay Mr. Leonard back and help him with what he wasn't good at, which is reading.",2
20564,8,"The effect the background background information about Mr. Leonard has on Paul is he can empathsize with Mr. Leonard.      Paul struggled reading, and then Mr. Leonard helped him with hurdles and track. When Paul learned that Mr. Leonard had flunked out of college, even after being a big track star, ''the emotions in Mr. Leonard's words were all too familiar to me.'' Paul related to Mr. Leonard's failure of college and  the fact he couldn't read because Paul also struggled in it.      The effect it had on Paul was the he was familiar with the feeling. It is foreshadowed in the last sentence that since Mr. Leonard gave his time up to help Paul excel at hurdles, he was going to help Mr. Leonard at reading.",2
21315,8,Paul towards the end of the story is informed that Mr. Leonard was a college track star. Mr. Leonards tells him while in high school he struggled with reading. He also told him he never learned and was kick out of college becasue of his lack of reading skills. This allowed Paul to see that him and Mr Leonard were similar. Mr Leonard effected Paul by telling him know that he can get over any hurdle.,2
21598,8,"Paul realizes that Mr. Leonard was helping him. He realizes he needs to work hard not only on sports but on his reading, too.",0
21542,8,When Paul discovers that Mr. Leaonard was a track star and that he could not read. I think that he was determined to do better.,2
20018,8,why do i have to take this test,0
