Id,EssaySet,EssayText,EssayScore
24230,9,What the author is saying is that when we send up a satellite eventully they will brake and they wont get fixed so we send another one up their and some times they will crash into one another and that is how we get space trash.,0
23172,9,"The author opens the article with a introduction to get the readers attention, and then he gives a third paragraph to keep the readers attention and tell them what's coming. After this the author seperates the rest of the article into three sections, 'What Is Space Junk?' 'Crash Course' and 'Little Bits, But a Big Deal', these sections help seperate the articles, so the author doesn't have to try to transition from one thought to the next, but instead give us information and connect them again at the end of the article in the conclusion.",2
24471,9,"The author first starts with the shocking realization that there is 'Space Junk' floationg in space. The author then organizes each paragraph into importance. In 'What Is Space Junk?', the author explains what the whole article is about. Then in 'Crash Course', the author explains how the debris and 'Space Junk' happen. Lastly, the author explains the importance and the REAL impact that 'Space Junk' has on the space envirioment.",1
23390,9,"This article is organized in a topical manner. It deals with the many various toipics of space junk, such as the definition of space junk, the danger of dead satellites, and the sizes compared to the danger of the space junk. The author had three key points that were intended to be explained thoroughly. They gave different statistics about the various parts of space junk, that was addressed.",2
24223,9,"The author organizes the article by first starting out with an explanation of spacecrafts first going into space. Then the author talks about the satellites and when they're broken how much of an impact they have on the Earth. Also, the author explains how the space junk and microdebris fields are made and how they cause problems for spacecrafts.",1
23784,9,He orginizes by the level he thinks is important. He wants to get a point across that it is a big deal if satellites crash because they can break down into many little parts and soon come onto earth's surface. If it comes on earth's surface it can harm people's health.,0
23644,9,The author organizes the article in sub-articles like What Is Space Junk? or Crash Course. This makes things easier to read and it makes things a lot easier to find. This also makes the article a lot more organized and easier to read.,2
24262,9,"The author starts on a somewhat fast pace, trying to grab the reader's attention. It starts with how space junk got there and where it all came from and what they put in space. Then it goes to 'Crash Course', which tells about how all them satellites and other space debris collide at speeds that are very fast. And finally, 'Little Bits' which is about how the little debris can do a lot of damage to orbiting satellites.",2
24053,9,"The author trying getting you into the story in the introduction and get you to follow it all the way through. H etalkes about what is space junk and all the crash courses and all te little bits, But a big deal stuff that goes on in space.",1
24552,9,"The first thing that the author does is tell you about the first satelite launched into space. Then over the years more satelites were launched, the author is telling you the causes of the space debri. Next the author talks about the dangers when satelites collide with other things. The last thing that the author talks about is how dangerous a tiny piece of debri could be. The author explains that even tiny grains of sand could be very dangerous. During the last paragraph the author tells the reader that the problem is never ending and ways that corporations could come together to help this problem.",2
23739,9,"He first explains the history of space exploration, such as the space race between the Soviet Union and the United States. Then, he goes on to describe how much of the space junk comes from, and how it can be dangerous to the spacecraft and satellites that continue to move around our atmosphere.",1
23629,9,"The author uses subtitles to organize the article.  Before certain paragraphs, at the left-hand side is a bolded subtitle.  For example, before the author gets into defining 'space junk', there is a subtitle labeled 'What Is Space Junk?'  Also, before the author tells about the microdebris in space, there is a title labeled 'Little Bits, But a Big Deal.'",2
23536,9,"The author organizes ideas by grouping and titling paragraphs. The paragraph titled 'What is Space Junk?', consists of information about what 'Space Junk' actually is. The author also lists details of conflicts with satellites, and crashes that have occured in the past.",2
24494,9,The author first's gets your attention with an allusion from Superman. He then starts telling us a little more on what he's talking about and actually defines 'space junk' in a pretty lengthy paragraph. Finally he tells us of incidents dealing with space junk and the problems that will keep occuring if we don't do something about it.,2
24221,9,"The author organizes the article in discriptive paragraphs. The subtitle 'What is Space Junk' describes the history of space travel and how space junk is created. The subtitle 'Crash Course' provides a specific example of space debris being created. The subtitle 'Little Bits, But a Big Deal' Describes the Harmful effects of space junk.",2
24704,9,"The author organized the article with an introduction to the subject of the articles comes first. Then the author gives background information about the subject by talking about space programs and how space debris is created. It also presents some of the problems caused by space junk. The second to last section talks about the details of how some other forms of space junk occur, as well as how hard it is to prevent space junk from occuring. The final paragraph explains how space junk can damage ships, and how ships cannot avoid it easily. The article ends with a call to corporations to help solve the problem of space junk.",2
23291,9,he organizes it in the years,0
23125,9,He puts all of his information that he wants people to know all in different paragraphs and writes it all so it tells all that you need to know.,0
24711,9,IT WAS NOT ORGANIZED WELL,0
24019,9,It starts off with a funny take on a realistic situation which goes into an article about space junk. The article then goes on to tell about what space junk is and how it has been accumulating. It tells of crashes between two satellites and how the debris of the satellites can cause a lot of damage to spacecrafts.,1
23449,9,First he explains what space junk is.  He then gives an example of a crash that caused space junk to fly around.  Last he explained what a serioud problem Space junk is.,1
24593,9,"The author organizes the article by putting side heading into the story. The side heading prozide an organized map  for the reader to follow. Sections are clearly separate from one another. The side heading What is Space Junk explains what space junk is and reasons from how it got to where it is. In the side heading Crash Course, the story tells us of crashes in history and gives specific examples.",2
23155,9,"The author organized the article in way to guide the reader along with the information. There is a lot of important information, so the author organizes it so that the audience can completely understand it. The author starts with background information of what space junk actually is and what happens to the junk. The reader knows what will be in the next section because of the title, 'What Is Space Junk?' Then, the author tells how the space junk actually gets where it is. The space junk is created from satellites colliding into each other and creating debris. Finally, the author wraps up the article explaining why space junk possesses a harm to spacecrafts and other objects in space. The space junk can 'create disastrous holes in an object moving through space.' The author builds information from the last section by putting more details into the next section to describe the effects of space junk more.",2
24335,9,"The author follows the introduction with background information on the history of space exploration and introduces the urge of different countries to begin researching space. The author than transitions from speaking about satellites that begin orbiting, into the dangers involving collisions between objects in space. To add credibility, a actual account is stated that relates how serious this problem of space junk can be. Finally, the importance of safety is again stressed and it is said that the problem has not yet been solved.",2
24612,9,He first tells us that it is a problem. Then tells us what space junk is. Then tells us what happens when they collide. then tells us why it is dangerous.,1
23164,9,He starts out with a gripping introducion for the first paragraph. Then he uses facts for most of the body of the summary. Then he states dangerous concerns to bring the reader interested again. Than he closes the final paragraph with hopes of achivments.,1
23571,9,The author puts it in different sections. There are 3 sections after the introduction and they all have supporting evidence. Each section title apropriately fits what information is in that section.,1
23114,9,"The author begins the article by grabbing the reader's attention. This is done by using statements with exclamation points and giving a little information. Then, the author goes on to explain exactly what space junk is. In this section, the reader also learns some background information, such as, 'Over the past 52 years, a variety of spacecraft, including space capsules, telescopes, and satellites, have been sent beyond Earth's atmosphere.' The passage is concluded by explaining how important the topic of space junk is.",2
24253,9,in Cadigories.,1
23956,9,The author starts out by explaining how the space junk got into the Earth's orbit. Then he explains the dangers that a little piece could cause on a spaceship. Then he explains how much space trash is increasing because of commercial space travel is on the rise.,1
23852,9,The author organizes the article in a way that helps readers get the main idea and important aspects of each topic on a simple level.,1
23367,9,The author organizes this article by putting the least important first and the most important topic last. The author first started talking about space junk. Then moved on to satellites and how they can collide into other satellites. The last thing the author talked about was how many people care about all of the trash that is in space.,1
23952,9,"The organization of the article is simple, yet very effective for the reader to truly understand the concept of space junk. In the beginning with the article called 'Orbiting Junk' the author creates an intresting lead in to draw in the reader. After that paragraph the author proceeds in the body paragraph to tell the leader about space junk and the dangers that causes to other satellites. I especially liked how the author organized the paragraph called 'Little Bits, But a Big Deal.' I liked this because I had no idea that a tool bag would be such a treat if it was free-floating in space. I like how it discussed the damages it caused by using a metaphor about sand and the dangers it held.     Through this organization of introduction, body, and conclusion, the reader was able to understand how space junk is a serious matter.",2
23318,9,they start with questions and then work in the facts that they have found.,0
24043,9,He is explaining the importance of the space junk and that we have polluted our atmosphere with junk. The earth will be in serious danger if the space junk keeps collecting.,1
23563,9,The author firsts introduces 'space junk' then later on in the story goes in depth about how harmful it is. The author also explains where space junk comes from and how dangerous it is.,1
24313,9,They first start off with somthing to get your atecntion then they inform you about what space junk it. Then they tell what it can do to hurt space traveling. then they tell you how much damage can be done by the debris. then last they tell you the problem is increasing and that the world needs to work together to figure out how to fix it.,1
24582,9,"The author organizes the article by starting off with a fun tone, and then changing up the tone to make it more serious. After the introduction, the author adds some the history involved with satellites and space junk. Then they talk about the satellite collision between the Americans' satellite and the Russians' satellite. Finally, after talking about the collison they talk about what is being done to try to help collect some of the space junk and explaining weither or not space junk is a big deal, or something that really doesn't need much attention.",2
24153,9,"The author seperates it into sections, and in eaach section he/she puts some very interesting facts in there for the reader.",1
23017,9,"First, the author provides friendly and simple observations to break the 'ice' of the article. Second, the author defines and explains the main idea of the article. Lastly, the author changes to a more serious tone and explains how harmful space junk actually is.",1
24175,9,The author starts out with a humorous exploration of a toolbag which is later explained. The tone is switched to a more serious one and talks about how the space junk is dangerous. The author brings in some history which is needed to explain a few things. Afterwards the article tells how the microdebris can destroy things launched into space and gives an analogy to give a picture. Then ends with how the pollution in space is increasing  and how it IS a huge problem.,2
23185,9,"The author organizes the aritcle to explain everything in order. The article starts off with the introduction, then to the section titled 'What Is Space Junk?', to explain what the introduction was about.     The next section is 'Crash Course' because the last part of the previous section talked about satellites loosing control, and going into orbit. So 'Crash Course' talks about what can happen when satellites go into orbit.     After 'Crash Course', the next section is titled 'Little Bits, But a Big Deal'. This is next because it talks about what can happen when two satellites crash into each other which was talked about in the last article.     The author organizes the article like this to make the reader understand without getting confused.",2
23250,9,The first three paragraphs get you hooked into the story and make you want to read more.  Paragraphs four and five give you information about the history of space travel and how and why the space juck is even in space.  Paragraphs six and seven tell you how dangerous space junk really is.  The last four paragraphs let the reader know who is worried about space junk and what people are doing to fix the problem of space junk.,2
23914,9,In sections titled with question,1
24685,9,First the author tills you what the article is all about then the author tills you the dangers of it.,0
23431,9,The author organized this article by making it into different sections to cover each topic. He made a title for each section that focused on a different topic.,1
23817,9,"The author organizes the article very well. The author starts with getting your attention he then gives background information on space. Next, the author tells how the debris in space becomes uncontrolled. Finally, the author says how small the debris can be and that this is a big problem.",1
23374,9,The author starts by telling about the sky. Then they tell you about space junk what it is and how it got there. The author tells you everything from the beggining to the end.,1
23936,9,IN 1957 THE SOVIET UNION LAUNCHED THE FIRST ARTIFICIAL SATELLITE.,0
24286,9,"The aurthor organizes the article by using headers.  The author has an introduction, and then information on the space junk itself, what the space junk does, and how big of a deal it is.",2
23384,9,"The writer splits the most important facts into seperate paragraphs. By doing this it keeps the article organized and easy to understand. The seperate titles, like 'What is Space Junk', also make it easier to go back if you missed something or would like to reread something that may not have been understood at the beggining.",2
23992,9,"First the writer grabs your attention with the introduction. Then the writer tells you about the space trash in the section titled 'What is Space Junk.' Next he talks about how the satellites in orbit now can get smaller due to the fact that they could run into each other causing more debry in the section titled 'Crash Course.' And finally thewriter tells us how the little objects floating around there now are a big deal and the more that the satellites break the more debry their will be in the future that section is title 'Little Bits, But a Big Deal.'",2
23765,9,The author organizes the article by giving each subject he is talking about a sub heading and staying on topic. He also uses lots of statistics and supports them all.,1
23061,9,The Space Junk title is starting of by saying there is actually Space Junk. In the next paragraph they are saying how the Space Junk even gets there. In the last one they are saying how the Space Junk can harm Space Shuttles and all different kinds of things.,2
23484,9,with titles before the paragraphes so you know what there tallking about instead of some junk that you have know what it is,1
23257,9,The author organizes the article by fact and opinion.,0
22981,9,"The author starts off trying to lure the reader asking a question. then using the title 'Crash Course' it is a good topic that we would like to find out what is going on; then ends it out with 'Little Bits,But a Big Deal' saying that it is a little thing or topic but itis a very big deal in the world. He just wants the reader to want to keep reading keep it intersenting.",2
24675,9,The author organizes this article great. He drew me in by the introdtuction. The author also had very good detail on space junk and he had had an excellent body. The author really did a great job on organizing his article.,1
23867,9,Scientists are hard-pressed for an easy solution to the problem of space junk.Both the National Aeronautics and Space Agency (NASA) and the European Space Agency.,0
23022,9,"I think that the author organization is kind of messy, but kind of not. In the beginning, he starts off with a wild introduction, but that made me interested in reading it. Then he goes off talking about different topics, making it pretty organized because atleast he has a title to make the readers know that they are going to learn something different.",0
24236,9,The author organizes this article by highlighting the headings of each topic allowing it to stand out.  The author also uses rhetorical questions.,1
24409,9,"The author organizes the article by first, catching your attention with a surprising question. The author then continues with the explanation of why things are out in space, and the problem with all of this debris. I believe it was organized quite well and the seriousness of this subject is strongly emphasized.",0
