Id,EssaySet,EssayText,EssayScore
17976,7,"She was stressed about the competition and how she was going  to enter when she has a job to attend to. She talks about this and the dream she had because she was also conserned if it meant something in her life that has been currently being going on. To support this answer she says, 'Even if i were to win, she thought, I won't get to travle to Sacramento to recieve the prize.'",0
17174,7,She is very dreamy.,0
18528,7,"A trait that Rose shows in her conversation with Aunt Koleb is caring. She begins the conversation with Anna by asking, 'Are you worried?' This shows how she cares about her sister. She also mentions to Anna how her father has to work hard to send Paul to college. Anna sincerely cares about Paul and her little sister, and wants to go to college herself.",2
17392,7,she isnt very happy,0
17746,7,Rose is  careing person. She firsts askes her sister is she was okay. then Rose states that she and Anna play a big role in helping Paul finish college.,2
18478,7,Rose is kind of quiet. She is helpful but doesn't really say anything. Like when Rose and Aunt Kolab were talking she just nodded and didn't say much.,1
17646,7,"In the story, Rose is hopeful. In Paragraph 11, she stated that her brother Paul will finish college, in addition, he will get a good job, and then pay for the two sisters college education.",2
18532,7,"Rose tends to feel uncomfortable with expressing her inner struggles. While talking to Anna, Anna tells her, 'You sound just like Mama,' illustrating that Rose covers her feelings by saying what she feels is expected of her.",0
18056,7,SHE DOSEN'T WANT TO HURT HER AUNT'S FEELINGS SO SHE DOESN'T ANWSER HER AUNT. THAT PROVES SHE CARES FOR HER FAMILY AND IS A KIND AND CARING PERSON IT DECRIBES HER.,2
18484,7,"Rose is a very caring daughter that just misses her father because, he is working in Las Angeles.",1
18156,7,"Rose is very caring. She is doing everything she can to make ends meet for her family while she is still very young. She wants to help Paul, her brother, finish college, so when he gets done he will help her and her sister get through college. The passage states, 'Then he'll get a good job, Anna, and he'll pay for you and me to go to college.'",2
17631,7,"Rose is a very selfless character. She gives up so much time of her own in order to help her family, specifically her brother, and she can only hope that in the long run it will pay off. In her conversating with Aunt Kolab, her selflessness becomes evident when Rose struggles to reveal how pressured she feels all the time because she does not want to let her family down.",1
17538,7,responsible,1
18497,7,"One trait that describes Rose is that she thinks ahead of time. One detail that supports this is whe she says 'maybe her life would get easier, maybe it wouldnt'.",0
18224,7,Rose is a caring person in the way that even though she feels strongly about a cause she doesn't want to concern the rest of the family with the matter so she keeps it to herself.,1
17900,7,One trait that Rose is hopeful. She tell Anna that their brother will get a job after college to pay for their college education.,2
17293,7,She is stuburn and wants things her way because she just rolled her eyes and stormed out of the room.,0
17127,7,"She feels weighed down. 'Rose felt an urgent need to relate the dream, to expose it so it would loosen its grip on her.'",0
18389,7,"Anna knows that no matter how stressful everything is on her, she needs to continue to reassure her sister and let her know that everything will be ok.  When Anna asks about their father, Rose says, 'It's only been four months, He had to go.  The job in Los Angeles paid three times what he was making here.'",0
18022,7,"In the convorsation Rose had with her younger sister Anna, she seem to be strong. She was being postive about the situation with her father. I feel she was being this way towards her sister to give her comfort, and make it seem like things arnt as bad as they seem.",1
17451,7,"Rose is a very determined person. You can tell this from the story, because she is working hard in the resturant, making dinner for her family at home, and writing an essay to try to get a college scholarship all at the same time. By reading conversations she had with her Aunt Kolab you can tell she is a very determined and hardworking person. Aunt Kolab says , 'Do you feel weighed down by what your doing to help this family?' also shows that Rose is a very determined person.",1
18038,7,"I think Rose seems to be caring about not just herself, but of her family. In the beggining of the story she asks how her sister is feeling. She cares fro Paul. She also helps out Aunt Kolab.",2
17157,7,She seems to be very hardworking like when she felt that it was urgent to relate to the dream and it needed to be done.,1
18338,7,Rose is a caring girl who wishes to not hurt her aunt's feelings. In the conversation they had at the end of the story Rose's aunt asked her if she felt weighed by helping the family. Rose didn't answer the question because she felt she would hurt her aunts feelings.,2
18615,7,"* Its like she wants to keep her true feelings inside,and have her two family members thinking everything is okay. DETAIL FROM STORY:*Rose didn't answer. If she told the truth, she would hurt her aunt.",0
17166,7,She is a compasionate and caring person that cares about others. One detail from the story that supports my answer is when she asked her sister what was wrong and if she felt okay.,2
17573,7,She really misses her dad. This is true because his jod includes him to never be home. In the future they hope he has enough money to send them to collage.,0
17116,7,"One trait of Rose's is reassurance.  She tries to reassure her sister that everything will be better when she says, 'Then he'll get a good job, Anna, and he'll pay for you and me to go to college.'  This statement clearly proves the point of her being a good big sister and trying to make her sister feel better.",2
18256,7,"One trait that Rose claims is the fact that she does not wish to hurt her family members.  Although she is very stressed out, when her aunt asks, 'Do you feel so weighed down by what you're doing to help this family,' Rose does not answer because she does not want to hurt her aunt's feelings.",0
17959,7,"According to this particular story, Rose is depicted as discouraged. The story explains how Aunt Kolab asked Rose if she felt weighed down by what she was doing to help her family and Rose had no response, signifying a sense of discourageness or hopelessness.",0
17855,7,Rose is caring as you can tell from both of the conversations she had in the story. In neither of the conversations does she want to hurt the other ones feelings so Rose hides her fellings to make sure the other is not hurt.,2
17369,7,I think that at the end of the story she finally understandsthe strength of her culture and how her aunt was using it to make her feel better and lighter.,0
17955,7,"One trait of Rose is she is very faithful. She wants her family to be happy even if she is not. You can tell this when she is talking to Anna, telling her that everything will turn out for the best, it will just take some time.",0
17320,7,"Rose is a self-absorbed American teenager.  She feels sorry for herself and believes she has a great burdon on her shoulders.  She does not realize that all of her family has had to work hard.  Her Aunt realize that she is like this because of where she was raised.  Since Rose feels she has to much burden, Aunt Kolab says, 'In Cambodia, our first country, what we're all doing would be quite normal'.",0
18460,7,"Rose is hardworking, 'We have our part to do to help Paul finish college.'",2
17565,7,"Rose is a deligent person. 'The day, like most of her days, had been too long, too demanding.' Even though her days had been too long, she still made it through each one, doing what she was suppose to do to help her family and herself.",0
18316,7,"Rose is family oriented, she cares about her family. When her Aunt asked her if she felt weighed down by this family, she did not reply. This shows that she did not want to hurt the family.",2
18599,7,"Rose can be described by the the word caring. She shows this in her conversations with both her aunt and Anna. When she talks to both of them in the words she say she really seems to care. For example she says,'Whats wrong? You feel okay?'",2
18543,7,she loves her family.she always listens the best she can like with her sister and her aunt.,1
17019,7,"Rose is caring, she says her and her sister have a part to do to help Paul finish college.",2
18492,7,In the story she felt she is too young to have this much responsibility for her family. In the story it says In the dark Rose clasped then cupped her hands. Paul's fate lies partly in these.,0
17187,7,"Rose is very caring towards her family. In the story, she doesn't want to tell her aunt that she is weighed down by all she is doing for Paul because she fells that this might discourage her mother and aunt.",2
17252,7,"When Rose says that he has only been gone for four months and he is getting paid three times as much in Los Angeles. It shows that Rose a mature and understanding person, partly because she feels obligated to.",2
17792,7,"One trait to describe Rose is that she is caring. On top of her three-thousand word essay she has to finish, she still makes time for her sister. She gives her sister some supporting words. Also, she is worried about her brother and parents.",1
18688,7,"Rose understands why her father left because she is more mature than Anna and realistic about thier situation. I know this because when Anna says money isn't everything, she replies saying that it isn't if you already have everything.",1
17433,7,She is very brave. It takes alot of courage to write a long essay like that and have to present it at a state competition. She is also brave for talking to her aunt about what is going on.,0
17885,7,she feels like she is running out of time in her life and this essay is really putting her down,0
17376,7,she is always busy,0
18296,7,"Rose felt an urgent need to relate the dream, to expose it so it would loosin its grip on her.She seems to be very open with her family. Also not worried what they think.",0
18289,7,"Rose seems to be very stressed. She has been going to school, working, and helping with chores around the house. Along with all of these responsibilities, Rose has to write a flawless three-thousand-word essay and she doesn't know how she is going to be able to complete it on time.  This is what is making her so stressed.",0
17386,7,"Rose can be described by hopeful.  She is hoping or wanting more to come out of the future.  When Rose and Anna are talking at the beginning of the story, Rose talks about how once Paul finishes college, he will get a good job and help support the rest of the family and help pay for both of them to go to college.",2
17995,7,She is only thinging about the money end of life and not about living for the moment Anna tells her this by saying 'money is not everything'.,0
18521,7,That she wants to be free.,0
17063,7,Rose is slowly learning from her aunt. Rose dosn't necesarily like the fact on her aunt telling her up .,0
17486,7,She acts scared from her dream when she saw Paul sinking in the water on  top of her and she couldnt get out from under him,0
17259,7,Standing up and and helping there brother paul get off to a good collage.,0
16983,7,Rose and Anna both want their mom and dad to stop working so late at night and Rose thinks that Anna should try and find out if she could get some time off work to do her work from school.,0
18217,7,She tries to hide the way she feels.  Rose does it by not telling her aunt how she feels when she asks if everything is ok.,0
17870,7,She has patience and lets the problems work out.,1
17024,7,Nice,0
18239,7,"I think that Rose worries a lot and that she is afraid of hurting others, and that she is afraid to express her real feelings. It says that she was afraid to tell the truth because she thought she would hurt her aunt. Rose doesn't trust her voice because she doesn't want to say anything offensive and therefore, most of the coversation she had with her aunt she remained quiet. She seemed ashamed at even telling her aunt the dream but felt she had to so she wouldn't feel alone.",0
18412,7,"Rose was cautious. She didn't want to make a mistake that could result in someone being mad at her. One passage in the story that would support this conclusion is, 'Rose didn't answer. If she told the truth, she would hurt her aunt. And probably her aunt would tell her mother.'",0
18610,7,Rose is a very caring person. She would not tell her Aunt Kolab that she felt weighed down by her family because she did not want to hurt her aunt.,2
17362,7,One trait that can discribe Rose is she woulod like everything to be her way and if it does not go her way she does not wont to do it.'Ann is mom home yet .' 'Rose know i wish she would come home earlyer and not late all the time dad never did that and that would help me a lot if she came home earlyer.',0
17842,7,Rose feels overwhelmed with the burden of responsibility that her family has placed on her. Her dream of Paul's body weighing her down underwater exemplifies this.,0
18404,7,"Aunt Kolab cares about Anna and she knows when Something is wrong with her. 'Anna,' Rose said. 'What's wrong? You feel okay?'",2
18701,7,"She is a very busy person in the story.  She is constantlydoing something to help, wether it be school or family.  'From school she'd gone straight to the restaurant to work a four-hour shift, then straight home to hel Aunt Kolab prepare a quick supper.  After that it was time to do homework.' (Paragraph 2).",0
18021,7,"When Rose is talking to Anna in the kitchen, you get the sense that Rose wants to please her family. She feels weighted down by all she has to do, yet she puts on a smile and attempts to act like she's fine. When Rose and Anna are talking about money, Rose tries to make light of the subject by making a joke and laughing. Although, her laugh sounds fake even to her.",1
18691,7,Rose is very considerate of her family when talking to Aunt Kolab. She shows this because even tho she feels overwhelmed working to take care of her famliy she doesn't not want to say anything that may hurt her aunt.,2
18740,7,"one trait of Rose is that she hides her feelings after she has that dream when she is tlaking to Aunt Kolab.  'Do you feel so weighed down by what you're doing to help this family?'Rose doesn't answer and Aunt Kolab knows the answer is yes, because she goes to 'school, works, comes home to help the family out and then does her homework.'",0
17205,7,stressed.she cupped her hands.,0
17821,7,"Based on Rose's conversation with Anna, you can tell that she cares for her younger sister and the rest of her family. She tries to comfort her sister by gently saying, 'It's only been four months,' when her sister talks about how it seems so long that her father has been gone.",2
18314,7,"She is always busy helping her family out. Aunt Kolab asked her if she felt weighed down and she didn't answer because she didn't want to hurt her aunts feelings, so that means yes she does.",1
17484,7,Persistent.,1
17991,7,"When Rose wanted to expres who she feel and the dream  she had but she didn' know how to. A example is when 'Rose didn't answer. If she told the truth, she would hurt her aunt. And probably her aunt would tell  her mother.'",0
18672,7,"Based on the conversation with Anna, you can tell Rose is sincere. She hid her true feelings in order to try to comfort her little sister.",1
18117,7,One of Rose's traits is that she does not like to admit her feelings to others. In her conversation with Anna she acts as though she does not care about how long her father has been gone or how long her mother works.,0
17191,7,"Rose seems to have the trait of being stressed. In paragraph 18, her Aunt Kolab asked Rose if she feels too weighed down with everything she is doing for this family. Part of that conversation reflets the effort Rose is putting into everything and how stressed she truely is.",0
17572,7,One trait from the story that describes Rose is her understanding  like where she was okay with her dad beeing gone because he was helping the family.,0
18444,7,parragraph 22 sentence 1:maybe we can find a way to do things differentle.she wants to help and is a good person and try that everybody is happy.,0
17468,7,"One trait of Rose seen in her conversation with Anna is a selfish trait.  Anna is attempting to confide in Rose, but Rose just pulls the conversations topic back to herself.",0
17542,7,"I believe that Rose is doing a lot for the family, and is stressed out about everything she is doing. As Aunt Kolab said, 'Do you feel so weighed down by what you're doing to help this family?' In return tells me that Rose is stressed out not only about the family, but about school also. With the three thousand word essay she has to write, and also her family she helps take care of.",1
18446,7,"One trait that describes Rose, based on her conversations with her family is that she is determined. She is exhausted and overwhlemed with all this stuff she is suppose to do, but yet is still determined to make it through because she knows she has to do this for her brother. Even though it isn't easy for her, she knows that in the end it will all pay off. Paul will return the favor by getting a job and putting his sisters through college. One detail from the story to support this is that Rose says, 'We have our part to do to help Paul finish college. Then he'll get a good job, Anna, and he'll pay for you and me to go to college'",2
16977,7,"From her conversations, Rose seems to be a caring individual, in the way that she tried to comfort Anna and in her kind and gentle behavior towards Aunt Kolab when asked if this lifestyle was difficult. She cares about her family enough to work a job to help support the family and send her brother to college and seems to be caring enough to help carry the entire family.",2
17286,7,"One trait that can describe Rose based on her conversation with Anna is that she is lonely.  In the passage, she talks about how she misses her father and wishes that her mother was around more.  She shows that she really wants them in her life and is heartbroken that they are not.",0
